ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
44,1,2024-11-02 15:09:47,2024-11-02 15:09:47,"<!-- wp:paragraph -->
<p>function pageBanner($args = NULL) {</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; if (!$args['title']) {</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; $args['title'] = get_the_title();</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; }</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; if (!$args['subtitle']){</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; $args['subtitle'] = get_field('page_banner');</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; }</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; if (!$args['photo']) {</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; if (get_field('page_banner_background_image')) {</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; $args['photo'] = get_field('page_banner_background_image')['sizes']['pageBanner'];</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; } else{</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; $args['photo'] = get_theme_file_uri('/images/ocean.jpg');</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; }</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; }</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; ?&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&lt;div class=""page-banner""&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &lt;div class=""page-banner__bg-image"" style=""background-image: url(&lt;?php echo $args['photo']; ?&gt;);""&gt;&lt;/div&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &lt;div class=""page-banner__content container container--narrow""&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &lt;h1 class=""page-banner__title""&gt;&lt;?php echo $args['title']; ?&gt;&lt;/h1&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &lt;div class=""page-banner__intro""&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &lt;p&gt;&lt;?php &nbsp;echo $args['subtitle']; ?&gt;&lt;/p&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &nbsp; &nbsp; &lt;/div&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp; &nbsp; &lt;/div&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&lt;/div&gt;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&lt;?php };</p>
<!-- /wp:paragraph -->",New Year 2025,"",publish,closed,closed,"",new-year-2024,"","",2024-12-23 18:50:53,2024-12-23 18:50:53,"","0","http://fictional-university-2.local/?post_type=event&#038;p=44","0",event,"","0"
45,1,2024-11-02 16:07:01,2024-11-02 16:07:01,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br></p>
<!-- /wp:paragraph -->",Math,"",publish,closed,closed,"",math,"","",2024-11-18 16:17:29,2024-11-18 16:17:29,"","0","http://fictional-university-2.local/?post_type=program&#038;p=45","0",program,"","0"
46,1,2024-11-02 16:07:28,2024-11-02 16:07:28,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br></p>
<!-- /wp:paragraph -->",Biology,"",publish,closed,closed,"",biology,"","",2024-11-18 16:17:21,2024-11-18 16:17:21,"","0","http://fictional-university-2.local/?post_type=program&#038;p=46","0",program,"","0"
47,1,2024-11-02 16:07:52,2024-11-02 16:07:52,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Necessitatibus maxime voluptatem vero harum architecto culpa eum dolor quaerat impedit molestias natus asperiores reprehenderit ab, consequatur nulla dolore sunt, possimus sint?<br></p>
<!-- /wp:paragraph -->",English,"",publish,closed,closed,"",english,"","",2024-11-18 16:17:01,2024-11-18 16:17:01,"","0","http://fictional-university-2.local/?post_type=program&#038;p=47","0",program,"","0"
48,1,2024-11-02 16:25:44,2024-11-02 16:25:44,"a:8:{s:8:""location"";a:2:{i:0;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:5:""event"";}}i:1;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:9:""professor"";}}}s:8:""position"";s:6:""normal"";s:5:""style"";s:7:""default"";s:15:""label_placement"";s:3:""top"";s:21:""instruction_placement"";s:5:""label"";s:14:""hide_on_screen"";s:0:"""";s:11:""description"";s:0:"""";s:12:""show_in_rest"";i:0;}",Related Programs,related-programs,publish,closed,closed,"",group_672651f283fd5,"","",2024-11-03 12:33:01,2024-11-03 12:33:01,"","0","http://fictional-university-2.local/?post_type=acf-field-group&#038;p=48","0",acf-field-group,"","0"
49,1,2024-11-02 16:25:44,2024-11-02 16:25:44,"a:16:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:12:""relationship"";s:12:""instructions"";s:0:"""";s:8:""required"";i:0;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:9:""post_type"";a:1:{i:0;s:7:""program"";}s:11:""post_status"";s:0:"""";s:8:""taxonomy"";s:0:"""";s:7:""filters"";a:1:{i:0;s:6:""search"";}s:13:""return_format"";s:6:""object"";s:3:""min"";s:0:"""";s:3:""max"";s:0:"""";s:8:""elements"";s:0:"""";s:13:""bidirectional"";i:0;s:20:""bidirectional_target"";a:0:{}}",Related Program(s),related_programs,publish,closed,closed,"",field_672651f66d53c,"","",2024-11-02 16:25:44,2024-11-02 16:25:44,"",48,http://fictional-university-2.local/?post_type=acf-field&p=49,"0",acf-field,"","0"
50,1,2024-11-03 12:30:31,2024-11-03 12:30:31,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid.</p>
<!-- /wp:paragraph -->",Dr. Meowsalot,"",publish,closed,closed,"",dr-meowsalot,"","",2024-11-03 12:42:07,2024-11-03 12:42:07,"","0","http://fictional-university-2.local/?post_type=professor&#038;p=50","0",professor,"","0"
51,1,2024-11-03 12:30:59,2024-11-03 12:30:59,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid.</p>
<!-- /wp:paragraph -->",Dr. Barksalot,"",publish,closed,closed,"",dr-barksalot,"","",2024-11-03 12:51:27,2024-11-03 12:51:27,"","0","http://fictional-university-2.local/?post_type=professor&#038;p=51","0",professor,"","0"
52,1,2024-11-03 12:31:19,2024-11-03 12:31:19,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid. Lorem ipsum dolor sit, amet consectetur adipisicing elit. Vitae aspernatur iusto iure? Odio ea autem magnam soluta voluptas id inventore cum adipisci veniam. Voluptatibus perspiciatis architecto tenetur doloribus velit aliquid.</p>
<!-- /wp:paragraph -->",Mr. Frogersson,"",publish,closed,closed,"",mr-frogersson,"","",2024-11-03 12:40:04,2024-11-03 12:40:04,"","0","http://fictional-university-2.local/?post_type=professor&#038;p=52","0",professor,"","0"
53,1,2024-11-03 12:39:34,2024-11-03 12:39:34,"",frog-bio,"",inherit,open,closed,"",frog-bio,"","",2024-11-03 12:39:34,2024-11-03 12:39:34,"",52,http://fictional-university-2.local/wp-content/uploads/2024/11/frog-bio.jpg,"0",attachment,image/jpeg,"0"
54,1,2024-11-03 12:41:29,2024-11-03 12:41:29,"",barksalot,"",inherit,open,closed,"",barksalot,"","",2024-11-03 12:41:29,2024-11-03 12:41:29,"",51,http://fictional-university-2.local/wp-content/uploads/2024/11/barksalot.jpg,"0",attachment,image/jpeg,"0"
55,1,2024-11-03 12:42:02,2024-11-03 12:42:02,"",meowsalot,"",inherit,open,closed,"",meowsalot,"","",2024-11-03 12:42:02,2024-11-03 12:42:02,"",50,http://fictional-university-2.local/wp-content/uploads/2024/11/meowsalot.jpg,"0",attachment,image/jpeg,"0"
56,1,2024-11-03 12:49:44,2024-11-03 12:49:44,"a:8:{s:8:""location"";a:2:{i:0;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""post"";}}i:1;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""!="";s:5:""value"";s:4:""post"";}}}s:8:""position"";s:6:""normal"";s:5:""style"";s:7:""default"";s:15:""label_placement"";s:3:""top"";s:21:""instruction_placement"";s:5:""label"";s:14:""hide_on_screen"";s:0:"""";s:11:""description"";s:0:"""";s:12:""show_in_rest"";i:0;}",Page Banner,page-banner,publish,closed,closed,"",group_6727710e76191,"","",2024-11-03 12:49:44,2024-11-03 12:49:44,"","0","http://fictional-university-2.local/?post_type=acf-field-group&#038;p=56","0",acf-field-group,"","0"
57,1,2024-11-03 12:49:44,2024-11-03 12:49:44,"a:11:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:4:""text"";s:12:""instructions"";s:0:"""";s:8:""required"";i:0;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:13:""default_value"";s:0:"""";s:9:""maxlength"";s:0:"""";s:11:""placeholder"";s:0:"""";s:7:""prepend"";s:0:"""";s:6:""append"";s:0:"""";}",Page Banner,page_banner,publish,closed,closed,"",field_6727710fa259f,"","",2024-11-03 12:49:44,2024-11-03 12:49:44,"",56,http://fictional-university-2.local/?post_type=acf-field&p=57,"0",acf-field,"","0"
58,1,2024-11-03 12:49:44,2024-11-03 12:49:44,"a:16:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:5:""image"";s:12:""instructions"";s:0:"""";s:8:""required"";i:0;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:13:""return_format"";s:5:""array"";s:7:""library"";s:3:""all"";s:9:""min_width"";s:0:"""";s:10:""min_height"";s:0:"""";s:8:""min_size"";s:0:"""";s:9:""max_width"";s:0:"""";s:10:""max_height"";s:0:"""";s:8:""max_size"";s:0:"""";s:10:""mime_types"";s:0:"""";s:12:""preview_size"";s:6:""medium"";}",Page Banner Background Image,page_banner_background_image,publish,closed,closed,"",field_6727711aa25a0,"","",2024-11-03 12:49:44,2024-11-03 12:49:44,"",56,http://fictional-university-2.local/?post_type=acf-field&p=58,1,acf-field,"","0"
59,1,2024-11-03 12:51:13,2024-11-03 12:51:13,"",field,"",inherit,open,closed,"",field,"","",2024-11-03 12:51:13,2024-11-03 12:51:13,"",51,http://fictional-university-2.local/wp-content/uploads/2024/11/field.jpg,"0",attachment,image/jpeg,"0"
60,1,2024-11-05 15:34:04,2024-11-05 15:34:04,"<!-- wp:paragraph -->
<p>Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae.</p>
<!-- /wp:paragraph -->",Test Post,"",publish,open,open,"",test-post,"","",2024-11-05 15:34:06,2024-11-05 15:34:06,"","0",http://fictional-university-2.local/?p=60,"0",post,"","0"
61,1,2024-11-05 15:34:04,2024-11-05 15:34:04,"<!-- wp:paragraph -->
<p>Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae. Lorem, ipsum dolor sit amet consectetur adipisicing elit. Necessitatibus non nostrum quaerat obcaecati dolorem, sed deserunt unde dolore cum corporis accusamus incidunt, sequi ea mollitia fuga! Suscipit quibusdam eligendi molestiae.</p>
<!-- /wp:paragraph -->",Test Post,"",inherit,closed,closed,"",60-revision-v1,"","",2024-11-05 15:34:04,2024-11-05 15:34:04,"",60,http://fictional-university-2.local/?p=61,"0",revision,"","0"
63,1,2024-11-10 17:11:44,2024-11-10 17:11:44,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Obcaecati quos natus amet. Tempore quas minus eius quidem ipsum, veniam odit beatae fugiat! Voluptatibus maiores totam harum consectetur magni quia obcaecati? Lorem ipsum dolor sit, amet consectetur adipisicing elit. Obcaecati quos natus amet. Tempore quas minus eius quidem ipsum, veniam odit beatae fugiat! Voluptatibus maiores totam harum consectetur magni quia obcaecati?</p>
<!-- /wp:paragraph -->",About Us,"",inherit,closed,closed,"",8-revision-v1,"","",2024-11-10 17:11:44,2024-11-10 17:11:44,"",8,http://fictional-university-2.local/?p=63,"0",revision,"","0"
64,1,2024-11-10 17:17:12,2024-11-10 17:17:12,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit, amet consectetur adipisicing elit. Obcaecati quos natus amet. Tempore quas minus eius quidem ipsum, veniam odit beatae fugiat! Voluptatibus maiores totam harum consectetur magni quia obcaecati? Lorem ipsum dolor sit, amet consectetur adipisicing elit. Obcaecati quos natus amet. Tempore quas minus eius quidem ipsum, veniam odit beatae fugiat! Voluptatibus maiores totam harum consectetur magni quia obcaecati?</p>
<!-- /wp:paragraph -->",About Us,"",inherit,closed,closed,"",8-revision-v1,"","",2024-11-10 17:17:12,2024-11-10 17:17:12,"",8,http://fictional-university-2.local/?p=64,"0",revision,"","0"
65,1,2024-11-10 17:35:57,2024-11-10 17:35:57,"",notebook,"",inherit,open,closed,"",notebook,"","",2024-11-10 17:35:57,2024-11-10 17:35:57,"",15,http://fictional-university-2.local/wp-content/uploads/2024/10/notebook.jpg,"0",attachment,image/jpeg,"0"
66,1,2024-11-12 17:48:45,2024-11-12 17:48:45,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit amet consectetur adipisicing elit. Placeat repudiandae eligendi a explicabo illo culpa numquam dolores obcaecati ut repellendus? Cum, sequi modi! Earum natus magnam sunt, molestiae recusandae similique. Lorem ipsum dolor sit amet consectetur adipisicing elit. Placeat repudiandae eligendi a explicabo illo culpa numquam dolores obcaecati ut repellendus? Cum, sequi modi! Earum natus magnam sunt, molestiae recusandae similique. </p>
<!-- /wp:paragraph -->",Downtown West,"",publish,closed,closed,"",downtown-west,"","",2024-11-12 17:53:54,2024-11-12 17:53:54,"","0","http://fictional-university-2.local/?post_type=campus&#038;p=66","0",campus,"","0"
67,1,2024-11-12 17:54:36,2024-11-12 17:54:36,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor sit amet consectetur adipisicing elit. Placeat repudiandae eligendi a explicabo illo culpa numquam dolores obcaecati ut repellendus? Cum, sequi modi! Earum natus magnam sunt, molestiae recusandae similique. Lorem ipsum dolor sit amet consectetur adipisicing elit. Placeat repudiandae eligendi a explicabo illo culpa numquam dolores obcaecati ut repellendus? Cum, sequi modi! Earum natus magnam sunt, molestiae recusandae similique.</p>
<!-- /wp:paragraph -->",Downtown East,"",publish,closed,closed,"",downtown-east,"","",2024-11-12 17:54:37,2024-11-12 17:54:37,"","0","http://fictional-university-2.local/?post_type=campus&#038;p=67","0",campus,"","0"
69,1,2024-11-18 14:53:29,2024-11-18 14:53:29,"a:8:{s:8:""location"";a:1:{i:0;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:6:""campus"";}}}s:8:""position"";s:6:""normal"";s:5:""style"";s:7:""default"";s:15:""label_placement"";s:3:""top"";s:21:""instruction_placement"";s:5:""label"";s:14:""hide_on_screen"";s:0:"""";s:11:""description"";s:0:"""";s:12:""show_in_rest"";i:0;}",Map Location,map-location,publish,closed,closed,"",group_673b546bbff04,"","",2024-11-18 14:53:29,2024-11-18 14:53:29,"","0","http://fictional-university-2.local/?post_type=acf-field-group&#038;p=69","0",acf-field-group,"","0"
70,1,2024-11-18 14:53:29,2024-11-18 14:53:29,"a:10:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:10:""google_map"";s:12:""instructions"";s:0:"""";s:8:""required"";i:1;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";s:4:""zoom"";s:0:"""";s:6:""height"";s:0:"""";}",Map Location,map_location,publish,closed,closed,"",field_673b546f989f3,"","",2024-11-18 14:53:29,2024-11-18 14:53:29,"",69,http://fictional-university-2.local/?post_type=acf-field&p=70,"0",acf-field,"","0"
71,1,2024-11-18 16:16:42,2024-11-18 16:16:42,"a:8:{s:8:""location"";a:1:{i:0;a:1:{i:0;a:3:{s:5:""param"";s:9:""post_type"";s:8:""operator"";s:2:""=="";s:5:""value"";s:7:""program"";}}}s:8:""position"";s:6:""normal"";s:5:""style"";s:7:""default"";s:15:""label_placement"";s:3:""top"";s:21:""instruction_placement"";s:5:""label"";s:14:""hide_on_screen"";s:0:"""";s:11:""description"";s:0:"""";s:12:""show_in_rest"";i:0;}",Related Campus,related-campus,publish,closed,closed,"",group_673b67e00a205,"","",2024-11-18 16:16:42,2024-11-18 16:16:42,"","0","http://fictional-university-2.local/?post_type=acf-field-group&#038;p=71","0",acf-field-group,"","0"
72,1,2024-11-18 16:16:42,2024-11-18 16:16:42,"a:16:{s:10:""aria-label"";s:0:"""";s:4:""type"";s:12:""relationship"";s:12:""instructions"";s:0:"""";s:8:""required"";i:0;s:17:""conditional_logic"";i:0;s:7:""wrapper"";a:3:{s:5:""width"";s:0:"""";s:5:""class"";s:0:"""";s:2:""id"";s:0:"""";}s:9:""post_type"";a:1:{i:0;s:6:""campus"";}s:11:""post_status"";s:0:"""";s:8:""taxonomy"";s:0:"""";s:7:""filters"";a:1:{i:0;s:6:""search"";}s:13:""return_format"";s:6:""object"";s:3:""min"";s:0:"""";s:3:""max"";s:0:"""";s:8:""elements"";s:0:"""";s:13:""bidirectional"";i:0;s:20:""bidirectional_target"";a:0:{}}",Related Campus(es),related_campus,publish,closed,closed,"",field_673b67e179701,"","",2024-11-18 16:16:42,2024-11-18 16:16:42,"",71,http://fictional-university-2.local/?post_type=acf-field&p=72,"0",acf-field,"","0"
77,1,2025-01-18 20:01:14,2025-01-18 20:01:14,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Odit repellendus deleniti iste, illum dignissimos ullam esse sint corporis praesentium odio aliquid molestias facere? Ipsa, reiciendis nulla aut blanditiis vero vitae?</p>
<!-- /wp:paragraph -->",Biology Is Cool,"",publish,open,open,"",biology-is-cool,"","",2025-01-18 20:01:21,2025-01-18 20:01:21,"","0",http://fictional-university-2.local/?p=77,"0",post,"","0"
79,1,2025-01-18 20:01:14,2025-01-18 20:01:14,"<!-- wp:paragraph -->
<p>Lorem ipsum dolor, sit amet consectetur adipisicing elit. Odit repellendus deleniti iste, illum dignissimos ullam esse sint corporis praesentium odio aliquid molestias facere? Ipsa, reiciendis nulla aut blanditiis vero vitae?</p>
<!-- /wp:paragraph -->",Biology Is Cool,"",inherit,closed,closed,"",77-revision-v1,"","",2025-01-18 20:01:14,2025-01-18 20:01:14,"",77,http://fictional-university-2.local/?p=79,"0",revision,"","0"
81,1,2025-01-29 01:00:46,"0000-00-00 00:00:00","",Auto Draft,"",auto-draft,open,open,"","","","",2025-01-29 01:00:46,"0000-00-00 00:00:00","","0",http://fictional-university-2.local/?p=81,"0",post,"","0"
